lead_id,lead_source,job_title,company_size,engagement_score,cost,treatment,converted
70,Webinar B,Manager,200,9,184.2684939454967,1,0
71,Webinar B,Manager,1000,73,427.9762241026123,1,1
72,Webinar B,Manager,5000,82,397.770251,1,1
73,Event A,Manager,200,33,153.52415736414525,1,0
74,Webinar B,VP,1000,96,109.10080688422013,1,1
75,Event A,Director,1000,86,440.6244451395318,1,0
76,Webinar B,Manager,5000,54,483.45649404805937,0,0
77,Inbound,Director,50,91,64.08604119,1,1
78,Inbound,VP,50,31,379.0715301381585,0,0
79,Outbound,VP,200,49,459.28602992651827,0,0
80,Inbound,VP,5000,6,435.8120414416244,1,0
81,Outbound,Manager,50,92,484.0342125215938,0,1
82,Inbound,Director,5000,7,392.0423352971437,1,0
83,Event A,Director,50,64,249.0344430714096,0,1
84,Inbound,Director,1000,56,190.3783957228087,1,1
85,Outbound,VP,50,66,194.33423319715735,0,0
86,Outbound,Manager,5000,87,375.9902026763526,1,1
87,Webinar B,VP,1000,86,385.6266554139339,1,1
88,Event A,VP,1000,58,140.16161459692069,1,0
89,Inbound,Director,1000,71,440.65526607073895,1,0
90,Webinar B,VP,5000,53,371.71581809101144,0,0
91,Inbound,Director,200,100,303.2376288545222,1,1
92,Inbound,Manager,200,66,262.18960704613073,0,0
93,Webinar B,Director,200,50,294.45476260548116,0,0
94,Webinar B,Manager,5000,96,121.66058222566902,0,0
95,Webinar B,Director,1000,91,141.66556217432338,1,1
96,Webinar B,VP,200,7,91.02402068278626,0,1
97,Webinar B,VP,5000,33,119.14611717250071,0,1
98,Inbound,Manager,200,34,254.1621355723772,0,1
99,Webinar B,Manager,50,95,288.65947717771525,1,1
100,Event A,Manager,200,87,58.03785161524372,1,0
101,Outbound,Director,200,77,408.55902253881237,0,0
102,Webinar B,Director,1000,31,182.37558800456506,1,1
103,Webinar B,Manager,5000,45,460.32621573195996,1,1
104,Inbound,VP,1000,15,485.38006862619994,0,1
105,Webinar B,Director,1000,67,133.45649360449445,0,1
106,Webinar B,Director,1000,36,257.9437808445473,1,1
107,Webinar B,Director,1000,53,50.55432582489165,0,1
108,Inbound,Manager,1000,84,319.2472693050921,1,0
109,Webinar B,Manager,200,13,323.2879017,1,0
110,Outbound,Manager,1000,94,161.39298002151884,1,1
111,Inbound,Manager,1000,54,301.28570266243906,1,1
112,Outbound,Manager,5000,47,151.49306409968096,1,0
113,Inbound,VP,50,81,122.37146108518553,1,1
114,Webinar B,VP,200,6,343.1837600610191,0,1
115,Outbound,Manager,200,73,196.6664587784337,0,0
116,Inbound,Director,200,6,315.6187724985301,1,1
117,Event A,Manager,1000,32,244.96103703724503,1,0
118,Webinar B,VP,1000,22,492.9581333313068,1,0
119,Inbound,VP,1000,84,117.3112892004046,0,1
120,Event A,Director,5000,18,259.06936848611457,1,1
121,Inbound,VP,50,18,356.20548186169634,0,0
122,Event A,Manager,1000,35,227.9952877459859,1,1
123,Webinar B,Director,50,28,488.61493334181046,1,1
124,Outbound,Manager,5000,59,374.8494325671208,0,0
125,Event A,Manager,200,81,345.6427359040219,0,0
126,Inbound,Director,1000,1,390.6766704250505,1,1
127,Webinar B,Manager,50,0,478.69188711742265,1,0
128,Event A,VP,50,46,458.51839384308806,1,1
129,Inbound,Manager,1000,68,375.9283886568854,0,0
130,Inbound,Director,200,19,387.1227375955774,0,0
131,Inbound,Director,200,10,115.66493331581546,0,0
132,Event A,Director,200,1,96.25658202169956,0,0
133,Event A,Manager,5000,66,306.90702582987393,0,0
134,Event A,Director,50,86,58.26543662,0,1
135,Outbound,Director,50,11,267.06037169821616,1,0
136,Event A,Manager,50,19,144.6573109634909,1,1
137,Event A,VP,5000,4,205.7074554401778,0,0
138,Event A,Manager,50,36,399.11213110683025,1,1
139,Outbound,Director,5000,37,473.5568769045739,1,0
140,Event A,Director,200,93,82.58732246585367,0,0
141,Inbound,Manager,1000,8,290.4089926894003,1,1
142,Event A,VP,50,97,447.1400686,0,1
143,Inbound,Director,50,52,87.12884049818958,0,0
144,Inbound,Director,200,43,421.03132110357524,1,1
145,Inbound,Director,1000,98,211.01060791772213,0,1
146,Outbound,Manager,5000,85,194.94261599870092,0,0
147,Outbound,Director,1000,23,489.8598738416536,0,0
148,Outbound,VP,200,80,140.38659043803239,0,0
149,Event A,Director,200,73,361.9372733702064,0,1
150,Inbound,Director,1000,29,419.6483276044399,0,0
151,Outbound,VP,5000,58,68.53257287567226,0,0
152,Outbound,Director,5000,86,351.6734562594855,0,0
153,Event A,Manager,50,95,478.1974884598971,1,1
154,Outbound,Manager,5000,80,105.89898502762671,1,0
155,Event A,Manager,1000,80,453.2995862082672,1,1
156,Webinar B,VP,200,13,317.64948681962125,0,0
157,Outbound,Director,50,8,327.4720618381133,0,0
158,Webinar B,Manager,50,39,325.8248786895227,1,1
159,Event A,VP,200,65,184.47614885179124,1,0
160,Inbound,Director,5000,24,470.84081688475686,1,1
161,Outbound,VP,200,72,476.3077081839674,0,1
162,Event A,Manager,5000,21,331.38709709627653,1,0
163,Inbound,Manager,200,3,402.5402266737266,1,0
164,Inbound,Manager,1000,25,325.5160936465211,0,0
165,Webinar B,VP,5000,57,267.9793014083183,1,1
166,Event A,VP,1000,28,347.36905323466283,0,0
167,Inbound,Manager,50,97,298.8506536663813,0,1
168,Outbound,VP,200,86,318.8641381843685,0,1
169,Outbound,Manager,50,36,402.7246490384879,1,0
170,Webinar B,Manager,50,74,266.4067241520432,1,0
171,Inbound,Director,50,69,68.33934774161274,0,1
172,Event A,VP,50,17,123.79976644527376,1,1
173,Outbound,Manager,200,84,247.37324742029227,1,0
174,Inbound,Manager,50,41,376.17195194332623,1,0
175,Inbound,VP,200,99,316.97539173958046,1,0
176,Webinar B,Director,200,40,342.63238364305425,0,0
177,Outbound,Director,1000,37,265.67551785932926,1,1
178,Outbound,Manager,5000,33,327.0839098740093,0,1
179,Event A,VP,5000,16,198.05784701659798,0,0
180,Outbound,Director,200,36,261.5821667134993,1,1
181,Event A,VP,1000,24,384.9255795,0,1
182,Outbound,VP,200,75,442.32475053790455,1,0
183,Webinar B,Manager,200,86,245.1449003,1,1
184,Outbound,Director,200,85,69.64774596831253,0,0
185,Event A,Manager,1000,84,122.75264486606119,0,0
186,Event A,Director,5000,26,59.38751268119215,0,0
187,Webinar B,Director,1000,56,343.96835865679856,0,1
188,Outbound,Director,50,30,199.54158140979902,1,1
189,Outbound,Director,1000,5,294.1153860737154,1,1
190,Webinar B,Director,1000,90,271.9745810527098,1,1
191,Outbound,VP,1000,39,86.68692029859201,0,0
192,Outbound,Manager,1000,97,231.46761250572433,0,1
193,Event A,VP,5000,11,149.25250621504546,0,0
194,Outbound,Director,50,52,238.2799049004437,1,1
195,Outbound,Manager,5000,70,141.6102261540092,0,1
196,Webinar B,Director,5000,9,428.20358282462007,1,0
197,Webinar B,Manager,1000,44,128.38700146021415,0,1
198,Inbound,VP,200,16,482.35124816913964,1,1
199,Event A,Manager,200,25,237.15831476612337,1,1
200,Outbound,Manager,5000,84,430.8103814085722,0,1
201,Outbound,Manager,5000,91,332.9441681926753,0,0
202,Inbound,Manager,1000,61,380.9076343995887,1,1
203,Outbound,Manager,5000,45,395.4757496300511,1,1
204,Event A,Director,1000,63,277.1801969,0,0
205,Inbound,Manager,200,1,294.4852355134798,0,1
206,Event A,Manager,200,53,281.2981405139262,1,0
207,Inbound,VP,50,64,314.62627014053567,0,1
208,Inbound,Manager,200,50,63.22750059042828,1,1
209,Webinar B,VP,5000,52,227.98182643205686,1,0
210,Event A,Director,200,35,322.7849211025272,0,1
211,Outbound,Manager,1000,25,318.97560436513896,0,0
212,Outbound,VP,200,28,406.8302425725342,0,0
213,Event A,VP,50,20,344.75420247444885,0,0
214,Outbound,Director,200,10,496.45999235330254,0,1
215,Outbound,Manager,1000,39,177.73453787389025,1,0
216,Event A,Manager,1000,10,211.61796334980417,1,0
217,Inbound,VP,5000,35,222.73121834050832,0,1
218,Event A,Manager,200,58,259.6157631591118,0,1
219,Inbound,VP,1000,38,426.1991287015442,0,0
220,Outbound,Manager,50,98,156.10644228164443,1,0
221,Outbound,VP,5000,53,399.20009316594326,0,1
222,Outbound,Manager,50,97,232.38958238858453,0,0
223,Webinar B,Director,200,54,320.83492264790385,1,0
224,Inbound,Manager,200,23,334.64323995183776,1,0
225,Webinar B,Manager,200,21,217.78188673502052,0,1
226,Webinar B,Director,5000,68,280.6768423426123,0,0
227,Event A,Manager,1000,55,235.86402859146366,0,1
228,Webinar B,Director,5000,32,81.10975378397875,1,0
229,Event A,Manager,50,35,246.72442496757193,0,0
230,Event A,VP,5000,19,93.82702664909849,0,1
231,Webinar B,VP,50,82,232.25935958614468,0,0
232,Inbound,Manager,5000,98,316.8132799243018,1,1
233,Inbound,Manager,1000,80,310.73670470457535,1,0
234,Inbound,Manager,50,61,348.17957555374414,0,0
235,Inbound,VP,200,97,92.86767857958182,0,0
236,Inbound,Manager,200,72,343.45546048869704,1,1
237,Webinar B,VP,5000,25,190.46662551340117,1,0
238,Webinar B,Director,200,65,229.5706758,1,1
239,Outbound,VP,50,72,436.0938142652176,1,1
240,Inbound,VP,200,72,54.06368185829761,1,0
241,Webinar B,Director,1000,39,314.7856850032725,1,1
242,Outbound,VP,1000,16,319.4212910450484,1,0
243,Inbound,Manager,5000,0,228.4968993546029,1,0
244,Event A,Manager,50,88,156.6625356987513,1,1
245,Outbound,VP,1000,60,155.6033172,0,1
246,Webinar B,Manager,1000,42,447.66935134733865,0,0
247,Event A,VP,50,41,248.9109682022859,0,1
248,Event A,Manager,200,24,198.90021334512736,1,0
249,Event A,Manager,200,38,251.94990822413138,0,0
250,Outbound,VP,5000,34,351.2256806567126,1,0
251,Webinar B,Manager,200,2,115.59045571013826,1,0
252,Event A,VP,50,100,252.24522584618197,0,1
253,Inbound,Manager,1000,43,314.54796699967414,1,1
254,Event A,Manager,200,50,476.86250968314516,0,0
255,Event A,Director,5000,93,163.63750193393867,0,0
256,Outbound,Director,200,97,211.6628365623105,0,0
257,Outbound,VP,50,11,220.7113654650907,1,1
258,Webinar B,Director,5000,18,322.4921709401973,0,1
259,Inbound,VP,200,100,210.52942386800075,1,1
260,Outbound,Director,5000,43,290.08036638486305,0,0
261,Event A,Manager,50,58,401.8056484302632,0,0
262,Webinar B,VP,1000,48,367.42351735049164,0,0
263,Event A,VP,50,60,250.8658909306635,1,0
264,Event A,Manager,50,16,438.89728,1,1
265,Outbound,VP,50,73,301.1631123172383,1,0
266,Webinar B,VP,50,56,292.95762777599566,0,1
267,Inbound,Director,1000,54,65.38449467262117,0,0
268,Inbound,VP,1000,46,494.0118411607227,1,0
269,Outbound,Manager,5000,11,105.33686383833202,1,0
270,Outbound,Director,200,61,154.00891059244097,1,0
271,Webinar B,Director,1000,79,73.26357675868714,1,1
272,Inbound,Manager,1000,87,338.00133507661116,1,1
273,Inbound,Manager,200,82,151.1155296,1,0
274,Inbound,Director,1000,7,131.00469686272555,0,1
275,Event A,VP,50,94,89.85001290045862,1,1
276,Inbound,Director,50,20,96.48903070580704,0,1
277,Event A,Manager,200,80,313.10181519916495,0,0
278,Webinar B,Director,5000,86,359.6935396399679,1,1
279,Event A,Manager,5000,100,228.82054480898046,1,0
280,Webinar B,Director,200,79,265.9536867164329,0,0
281,Inbound,VP,200,69,358.6854811923428,1,1
282,Inbound,Director,50,71,57.82090558346584,1,1
283,Webinar B,Director,5000,24,195.40879568162535,0,0
284,Outbound,Manager,1000,81,487.8939866316559,0,0
285,Webinar B,Manager,50,88,311.0505033629606,0,1
286,Outbound,Manager,200,11,164.40106095387196,1,0
287,Event A,Director,5000,14,284.7785209862959,0,1
288,Event A,VP,1000,58,204.1940696544119,1,0
289,Event A,Manager,1000,25,289.5102449718346,0,0
290,Inbound,Manager,50,25,106.58368031299197,0,0
291,Event A,Director,5000,46,109.72159421867482,0,0
292,Outbound,Manager,5000,31,114.59406291772679,1,1
293,Event A,VP,200,9,472.91890636707876,1,0
294,Webinar B,VP,5000,15,379.80451325360383,0,1
295,Webinar B,Manager,5000,70,123.0718525980444,0,0
296,Inbound,Manager,50,16,134.75708769452064,0,0
297,Webinar B,Director,5000,22,378.87326369189435,1,0
298,Outbound,VP,1000,25,120.27373015647827,0,1
299,Event A,VP,50,84,155.55258200067288,1,1
300,Inbound,Manager,50,85,483.5060747691796,0,1
301,Event A,Director,200,6,164.88793612779432,0,0
302,Event A,VP,5000,13,347.7345577,0,1
303,Outbound,VP,200,78,490.3840793302387,0,1
304,Webinar B,Director,1000,6,218.4335452129067,0,1
305,Webinar B,Director,50,8,57.882195887928006,0,0
306,Event A,VP,50,47,159.86628069006844,1,0
307,Inbound,VP,50,71,423.89473610376746,0,1
308,Webinar B,Director,1000,58,439.07397617976653,1,1
309,Inbound,VP,1000,86,395.83371403570607,0,1
310,Webinar B,Manager,200,92,100.89941858445786,0,1
311,Inbound,Manager,200,81,407.97966726338143,1,0
312,Outbound,Director,200,94,463.4050086470769,0,1
313,Inbound,Director,5000,93,320.27429414580627,1,0
314,Outbound,Director,50,38,473.3939103521292,1,0
315,Outbound,Manager,50,98,422.0774976703448,0,0
316,Inbound,VP,200,17,350.1371826459083,1,0
317,Outbound,Manager,50,58,309.7333565202867,1,0
318,Event A,VP,200,16,206.85815025888672,0,0
319,Outbound,Manager,5000,13,121.67935035926232,1,0
320,Webinar B,VP,5000,30,322.2292652107434,0,0
321,Inbound,Manager,1000,23,193.15019912815376,0,0
322,Event A,Director,5000,98,439.8974003874404,0,0
323,Inbound,Manager,200,59,497.00162181138285,0,0
324,Webinar B,VP,5000,44,388.59249317700767,1,1
325,Webinar B,Manager,1000,97,90.71676287917283,0,1
326,Webinar B,Manager,50,2,179.90851798878714,0,1
327,Outbound,Manager,200,36,99.09933429458738,1,1
328,Outbound,Director,50,42,342.7302415062721,0,1
329,Inbound,Manager,1000,39,394.3358890501031,0,1
330,Inbound,Director,1000,89,466.5536738963203,1,1
331,Event A,Director,1000,54,247.17755588539444,1,1
332,Event A,Manager,50,86,455.6190423147999,1,0
333,Inbound,Manager,50,38,445.0510215685974,1,1
334,Outbound,Manager,50,14,192.73807254442937,1,1
335,Webinar B,VP,50,3,441.0052815,1,0
336,Inbound,Manager,1000,92,219.05251334677692,1,1
337,Event A,Director,1000,85,183.59117355212635,0,1
338,Outbound,Manager,200,24,342.08359645747686,1,0
339,Inbound,VP,200,12,197.77155254828648,1,0
340,Inbound,Manager,50,81,333.5939367481149,1,1
341,Outbound,VP,5000,32,324.42431247441255,0,1
342,Inbound,VP,5000,15,303.54751730680647,0,0
343,Outbound,Manager,1000,41,221.18886690475895,1,0
344,Webinar B,Director,1000,65,296.8248747431645,1,0
345,Outbound,VP,1000,54,318.4184637434397,1,0
346,Outbound,Manager,200,98,295.55909982296305,0,1
347,Outbound,Manager,200,41,249.98875373804069,0,0
348,Inbound,Director,1000,33,56.600175670818714,1,1
349,Inbound,VP,1000,29,314.17776846551794,0,0
350,Outbound,VP,1000,12,125.79997331422383,1,0
351,Inbound,Manager,5000,12,339.1591860262353,0,0
352,Event A,Manager,200,17,391.7049475652897,0,0
353,Event A,Director,5000,31,275.20038910883363,1,1
354,Inbound,Director,5000,95,294.0636492408822,1,1
355,Inbound,VP,1000,98,478.16535184969604,1,0
356,Outbound,VP,1000,38,431.2253126176584,1,0
357,Webinar B,Manager,50,45,461.4064321781615,0,1
358,Inbound,VP,50,28,416.1948297438139,0,0
359,Event A,Director,5000,61,99.01325383102915,0,1
360,Outbound,Director,200,92,117.04633518658761,1,0
361,Inbound,Manager,1000,61,286.9807087710318,0,1
362,Event A,Director,1000,56,160.7313464590992,1,0
363,Event A,Director,5000,15,264.5129637685216,0,1
364,Webinar B,Director,50,55,227.4643957182576,1,0
365,Outbound,Director,200,9,297.2364073,1,0
366,Outbound,Manager,50,29,386.09407226112023,0,1
367,Webinar B,Manager,50,24,371.9709081946735,1,1
368,Webinar B,VP,50,83,284.5553596184004,1,1
369,Outbound,Director,50,4,420.0770384676761,0,1
370,Outbound,VP,1000,64,243.8879412,1,0
371,Inbound,Manager,1000,93,453.52143042805506,1,1
372,Inbound,Manager,50,48,82.07612152482376,1,0
373,Webinar B,Manager,200,2,479.59701351498836,0,0
374,Inbound,Manager,5000,44,344.6118866441067,0,0
375,Event A,Manager,200,13,221.03352902174237,1,1
376,Inbound,Manager,200,29,138.7193569577948,0,1
377,Inbound,Manager,200,67,265.63245324961997,1,0
378,Event A,Director,50,17,137.55124543338542,1,0
379,Webinar B,VP,1000,61,124.84922348441397,1,1
380,Event A,Manager,200,36,327.8082908358384,1,1
381,Inbound,Director,50,24,285.38812606180306,1,0
382,Webinar B,Director,200,47,351.54321557492375,0,0
383,Inbound,VP,200,64,468.32264483989513,1,1
384,Event A,Manager,50,52,289.5170960025681,0,0
385,Event A,VP,1000,78,311.41942396825897,0,0
386,Inbound,Manager,1000,72,90.33185261972395,1,1
387,Outbound,Director,5000,14,372.93610365888327,1,1
388,Outbound,Director,50,48,229.9573430618703,0,0
389,Event A,Director,5000,87,489.5263573981605,0,0
390,Event A,Director,5000,67,420.4283070180471,0,1
391,Outbound,VP,5000,11,285.1164682322533,1,0
392,Outbound,Manager,1000,58,105.45019437747473,0,0
393,Inbound,Manager,50,36,436.7371069762651,1,1
394,Inbound,VP,5000,60,409.90149294080976,1,0
395,Outbound,Manager,50,100,133.06330829166484,1,1
396,Inbound,Director,50,42,182.87523014913953,0,0
397,Inbound,Manager,1000,69,407.0332661665268,1,1
398,Webinar B,Director,5000,38,133.35280094633436,1,0
399,Inbound,VP,5000,55,462.9886201271198,1,1
400,Event A,Manager,50,62,241.03734133836284,1,0
401,Inbound,VP,200,45,89.16753316444638,1,1
402,Inbound,Manager,1000,87,417.0868895769264,0,0
403,Outbound,Director,1000,10,218.0793573672744,1,0
404,Event A,VP,1000,61,286.92463736920143,1,1
405,Inbound,Manager,1000,76,100.53695498504862,0,1
406,Inbound,Director,5000,97,51.16280668024207,1,1
407,Webinar B,VP,5000,24,337.0933426069839,0,1
408,Inbound,VP,200,70,281.8288266501792,1,1
409,Inbound,Manager,1000,51,317.09235610541623,0,1
410,Webinar B,Manager,1000,3,407.1847326712323,0,0
411,Outbound,Manager,50,58,340.97266104028705,1,0
412,Inbound,Director,5000,71,128.64804927231972,1,1
413,Webinar B,Manager,1000,19,212.34763359976992,1,0
414,Event A,VP,200,92,457.6509971544922,0,0
415,Outbound,VP,200,62,396.4751151132555,0,0
416,Event A,Manager,5000,53,300.48667607152277,0,0
417,Event A,Manager,200,73,165.04024901417253,1,1
418,Webinar B,VP,200,97,185.92722582565779,0,0
419,Inbound,Director,5000,56,379.3811304135355,0,1
420,Webinar B,Manager,1000,89,433.02841738374684,1,1
421,Webinar B,Manager,1000,40,352.1411012887765,0,0
422,Webinar B,VP,200,2,414.2884890957988,0,1
423,Webinar B,Manager,200,5,394.9952608401827,1,0
424,Outbound,Director,1000,4,117.36678558063097,0,0
425,Inbound,VP,5000,4,240.7751658109859,1,0
426,Event A,Manager,200,53,118.8427103728532,1,0
427,Event A,VP,50,46,155.85601316089316,1,1
428,Inbound,Manager,5000,86,441.16683109297367,1,0
429,Event A,Manager,200,48,262.80138453493197,1,1
430,Inbound,Manager,200,8,290.9111458291974,0,0
431,Event A,Director,50,98,130.30068435249746,0,0
432,Webinar B,Director,50,19,190.5223037219582,1,0
433,Event A,VP,1000,60,153.61077579254146,1,0
434,Inbound,Manager,5000,34,142.78377403329188,0,1
435,Inbound,Manager,5000,49,337.08235699218653,1,0
436,Inbound,Director,1000,81,165.59773144057166,1,0
437,Inbound,Manager,5000,61,334.40696870918833,1,1
438,Inbound,Director,5000,16,76.30457634884925,0,0
439,Outbound,Manager,5000,87,113.79847708719583,0,1
440,Outbound,VP,5000,2,173.5431143000564,1,0
441,Event A,Manager,5000,31,318.67111260306126,1,0
442,Inbound,Manager,50,98,354.1285602893192,0,0
443,Event A,Director,5000,12,249.2226350507872,0,1
444,Inbound,Manager,50,88,250.60591155975303,1,1
445,Inbound,Manager,5000,72,376.03258312937817,1,1
446,Outbound,Director,1000,67,57.11949129,0,0
447,Outbound,VP,200,13,203.49051101339924,0,0
448,Webinar B,VP,50,100,418.41817570365475,0,1
449,Outbound,Director,5000,97,321.4487345960175,1,0
450,Webinar B,Director,1000,10,201.75220973993916,0,0
451,Webinar B,Director,200,55,457.4861565483532,1,0
452,Webinar B,Director,50,66,397.6802273522221,0,0
453,Webinar B,Director,200,91,169.20295125653004,0,0
454,Webinar B,VP,1000,28,340.3804268865726,0,0
455,Event A,VP,50,8,318.0878276850305,0,0
456,Outbound,Director,200,66,230.5345613175422,1,1
457,Webinar B,Manager,5000,24,215.1302356421603,1,1
458,Inbound,Director,50,97,204.60221364906678,0,1
459,Outbound,Manager,200,75,327.7201025280411,1,1
460,Outbound,Director,1000,41,249.08447141630128,0,0
461,Webinar B,Director,1000,8,424.3384009631399,0,0
462,Event A,VP,50,78,351.32117726028287,0,0
463,Webinar B,Manager,200,39,81.46922256924536,0,0
464,Event A,Manager,50,24,338.07570072267475,1,0
465,Inbound,VP,50,4,172.01634642508316,0,0
466,Outbound,VP,200,10,316.76539624404023,0,0
467,Inbound,VP,200,58,356.05936899655313,1,1
468,Event A,VP,5000,97,153.87313511930543,0,1
469,Event A,Manager,200,87,255.5863901961659,0,1
470,Inbound,Manager,1000,78,135.6461882685805,0,1
471,Event A,Director,50,37,73.55249410392874,1,0
472,Inbound,Director,50,71,220.31439056864107,0,0
473,Outbound,VP,1000,4,213.32492233069638,1,1
474,Inbound,VP,200,47,497.96622081691567,0,1
475,Outbound,VP,1000,89,250.85855803893898,0,0
476,Inbound,Director,1000,17,200.1062972624902,1,1
477,Event A,Director,5000,69,311.21375302250357,0,1
478,Inbound,Director,1000,36,89.94532734849581,0,0
479,Event A,Director,50,59,482.74958117966594,1,1
480,Inbound,Director,1000,47,335.7320205159649,1,1
481,Inbound,Director,50,76,389.6770189733815,1,1
482,Webinar B,Director,50,27,126.7150721782629,1,0
483,Event A,VP,50,68,234.26503385234176,1,0
484,Webinar B,VP,200,76,240.2101010282853,0,1
485,Event A,VP,5000,80,419.81289975548907,1,1
486,Webinar B,VP,50,39,50.55650589173425,0,0
487,Outbound,Director,50,44,185.3838987589648,0,0
488,Inbound,Manager,200,95,491.5563684549368,0,0
489,Event A,Director,50,61,263.6989445777984,1,1
490,Event A,Manager,1000,92,222.1368261098037,1,0
491,Inbound,VP,1000,57,103.92305090794085,0,1
492,Event A,Director,5000,66,488.3740829,1,1
493,Event A,VP,50,55,59.01186016662101,1,1
494,Webinar B,Director,200,39,381.7311012532594,1,1
495,Event A,VP,1000,97,395.8699121548288,1,1
496,Outbound,Manager,200,39,159.6455222,0,0
497,Outbound,Manager,200,90,352.2012996258668,0,1
498,Inbound,Manager,1000,76,91.81811497072547,1,0
499,Event A,Director,200,32,165.67126989443594,0,1
500,Inbound,Manager,1000,5,404.55589473151923,1,0
